1	1	0.9909793814	0.9987113402	0.5592783505	1	1	0.9974226804	0.8479381443	1	0.9987113402	1	1	0.9961340206	0.9020618557	1	1	0.9987113402	0.9548969072	0.9884020619	0.9884020619	1	0.9987113402	1	0.993556701	1	0.8823253633
1	1	0.9884020619	0.9884020619	0.9974226804	0.9974226804	0.9961340206	0.9987113402	1	1	1	0.993556701	0.9858247423	0.993556701	1	0.9871134021	1	1	0.9974226804	0.9987113402	1	1	0.9896907216	1	1	1	0.9854664791
0.9922680412	0.993556701	1	0.9793814433	1	0.9884020619	0.993556701	1	1	1	0.9987113402	1	0.9909793814	0.9884020619	0.9987113402	0.9871134021	0.9974226804	0.993556701	0.949742268	0.9484536082	0.9987113402	0.9961340206	0.9909793814	0.9987113402	0.9987113402	1	0.898265354
0.9987113402	0.9871134021	0.9832474227	1	0.9845360825	1	0.993556701	0.993556701	1	1	0.9974226804	0.9961340206	0.9909793814	0.9961340206	1	0.9987113402	1	0.9445876289	0.9613402062	0.9716494845	1	1	0.9948453608	1	0.9974226804	1	0.9308485701
0.5	1	0.9961340206	0.9858247423	1	0.9974226804	0.9974226804	1	0.8853092784	1	1	0.9961340206	1	0.993556701	0.8801546392	1	1	0.9819587629	0.9845360825	0.9922680412	0.9806701031	1	0.9987113402	1	0.9768041237	1	0.7646507267
1	0.9806701031	1	0.9961340206	0.9987113402	1	0.993556701	0.9974226804	1	1	1	0.9961340206	0.9948453608	0.9987113402	1	1	1	0.9922680412	0.9948453608	0.9845360825	1	1	0.9974226804	1	1	1	0.9812470699
0.9948453608	0.9987113402	0.9858247423	0.9858247423	0.9884020619	0.9974226804	1	1	1	0.9987113402	0.9987113402	0.9961340206	1	1	0.9974226804	0.9987113402	0.9961340206	0.993556701	0.9832474227	0.9729381443	1	1	0.9987113402	1	0.9961340206	1	0.9357712143
0.9987113402	0.9896907216	1	0.9961340206	1	1	1	1	1	1	0.9974226804	1	0.9845360825	0.9819587629	0.9974226804	0.9961340206	1	0.9961340206	0.9987113402	0.9858247423	1	1	0.9974226804	1	1	1	0.9563994374
0.8672680412	1	1	1	0.8118556701	1	0.9987113402	1	1	1	1	0.9922680412	1	1	0.9368556701	1	1	1	0.9974226804	0.9987113402	0.9394329897	1	0.9974226804	0.9987113402	0.9806701031	1	0.5
1	0.9987113402	0.9987113402	0.9884020619	1	1	0.9987113402	1	1	1	1	0.9974226804	0.9987113402	1	1	1	1	1	0.993556701	1	1	1	1	1	1	1	0.9990623535
0.9987113402	0.9974226804	0.9896907216	0.9948453608	0.9987113402	0.9987113402	0.9974226804	0.993556701	1	1	1	1	0.993556701	1	0.9974226804	1	1	1	0.9922680412	1	1	1	0.9948453608	1	1	0.9961340206	0.9946085326
0.9974226804	0.9871134021	0.9987113402	0.9948453608	1	0.9948453608	0.993556701	0.9922680412	0.9832474227	1	0.9987113402	1	1	0.9819587629	0.9974226804	0.993556701	1	0.9858247423	0.9871134021	0.9974226804	1	1	1	1	1	1	0.8666197843
0.9987113402	0.9961340206	0.9909793814	0.9896907216	1	0.9974226804	1	0.9922680412	1	1	0.9948453608	0.9948453608	1	0.7680412371	1	0.9922680412	1	1	0.9884020619	0.9806701031	0.9832474227	0.9961340206	0.9974226804	0.9974226804	0.9961340206	1	0.9362400375
0.9974226804	0.9909793814	0.9922680412	0.993556701	0.9961340206	1	0.9987113402	0.9755154639	0.9987113402	1	0.9948453608	0.9548969072	0.8994845361	1	1	0.9909793814	1	0.9639175258	0.993556701	0.9909793814	1	1	0.9987113402	0.9974226804	1	0.9974226804	0.819737459
0.8827319588	0.9987113402	0.9987113402	0.9961340206	0.8505154639	1	1	1	0.9677835052	1	0.9974226804	1	1	1	1	0.9819587629	1	0.9974226804	0.9948453608	0.9819587629	0.949742268	1	1	1	0.9768041237	1	0.9263947492
1	0.9858247423	0.9987113402	0.9974226804	1	0.9922680412	0.993556701	1	0.9974226804	0.9884020619	1	0.9974226804	0.9909793814	0.9922680412	0.9806701031	1	1	0.9987113402	0.9961340206	0.9922680412	1	0.9948453608	0.9987113402	1	1	1	0.947257384
1	1	0.9987113402	1	1	1	0.9652061856	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0.9819587629	1	0.9613402062	0.9845360825	0.9974226804	0.9974226804	0.9896907216	0.9974226804	1	0.993556701	0.9896907216	0.9948453608	0.9742268041	0.9987113402	0.9819587629	1	1	0.9845360825	0.9716494845	0.9948453608	1	1	0.9987113402	1	1	0.6966713549
0.9858247423	0.9896907216	0.9652061856	0.9574742268	0.9548969072	0.9948453608	1	0.9987113402	1	0.9987113402	1	0.9652061856	1	0.9922680412	0.9987113402	0.9909793814	1	0.9819587629	1	0.9806701031	1	1	0.993556701	0.9961340206	0.9742268041	0.9987113402	0.7660571964
0.9961340206	0.9948453608	0.9884020619	0.9458762887	0.9909793814	0.993556701	0.9755154639	0.993556701	1	0.9987113402	1	0.9819587629	0.9884020619	0.993556701	0.993556701	0.9922680412	1	0.9858247423	0.9523195876	1	1	0.9974226804	0.9755154639	1	0.9909793814	0.9922680412	0.8192686357
0.9742268041	1	1	1	0.9432989691	1	1	1	0.9175257732	1	1	1	1	0.9974226804	0.9445876289	1	1	0.9948453608	1	1	1	1	0.9974226804	1	0.9896907216	1	0.9357712143
1	1	0.9909793814	1	1	0.9961340206	1	1	1	1	1	0.9987113402	1	1	0.9987113402	1	1	1	0.9896907216	0.9961340206	1	1	1	1	1	1	0.9948429442
0.9974226804	0.9974226804	0.9987113402	1	0.9987113402	1	1	0.9974226804	1	1	0.9987113402	1	1	1	1	0.9909793814	1	0.9922680412	0.9961340206	0.9961340206	0.9987113402	1	1	1	1	1	0.9910923582
1	1	1	0.9974226804	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9884020619	1	1	1	1	1	1	1	0.9985935302
1	1	0.9974226804	1	0.9806701031	1	0.9987113402	0.9909793814	0.9806701031	1	1	1	0.9974226804	1	0.9922680412	0.9987113402	1	0.9909793814	0.9536082474	0.9896907216	0.993556701	1	1	0.9987113402	1	1	0.9859353024
1	1	1	0.9909793814	1	1	1	1	1	1	1	0.9909793814	0.993556701	1	1	1	1	0.9974226804	0.9729381443	0.9961340206	1	1	1	1	0.9961340206	1	0.9976558837
0.9279176201	0.9910755149	0.9686498856	0.9631578947	0.8489702517	0.9892448513	0.9867276888	0.9645308924	0.8462242563	0.9990846682	0.9926773455	0.9441647597	0.9585812357	0.9318077803	0.9485125858	0.9723112128	1	0.8970251716	0.5	0.9009153318	0.9638443936	0.9970251716	0.9933638444	0.9990846682	0.9874141876	0.9990846682	1
