"id1","id2"
"21989","204274645"
"16765","204569335"
"35905","204238996"
"34379","208112355"
"36507","208939028"
"23837","202635467"
"36020","202472204"
"20459","201953025"
"38813","209301534"
"34878","207895085"
"34150","207514563"
"35216","208294701"
"27739","204644752"
"36118","203142471"
"38826","208294970"
"13996","203025174"
"34130","207652053"
"36367","208464207"
"32059","205131849"
"17479","90145972"
"33638","207659192"
"33921","207925431"
"32279","205985717"
"34968","209297152"
"27840","203379249"
"25550","202827713"
"38474","10343605"
"32187","209896109"
"26929","203651765"
"38108","208893661"
"37722","210401458"
"7783","202900227"
"36515","209687172"
"37499","208043057"
"38329","210227282"
"36299","208342524"
"25364","203201060"
"35309","208504378"
"25857","202870177"
"36124","208504429"
"24937","203324914"
"38473","10333846"
"30603","208111279"
"35467","201699873"
"35014","208117937"
"33713","206812380"
"37078","210399915"
"16309","203022472"
"37810","210462233"
"35165","208117924"
"37235","210256478"
"23246","204787802"
"24386","203340101"
"35011","208117936"
"34256","206888001"
"34442","208455894"
"37293","209245965"
"36454","208237793"
"38500","208787116"
"29007","204792885"
"33275","206808430"
"21267","203087865"
"28554","204443417"
"34927","208117933"
"34363","206892902"
"38466","206576716"
"30355","206460124"
"30058","209028436"
"37477","209634135"
"552","90132241"
"24402","203897877"
"34056","207643190"
"38001","209871973"
"34136","207900171"
"34946","208114672"
"36494","204740975"
"38806","210536123"
"36969","203474227"
"36906","208656495"
"33726","207993409"
"34552","208504187"
"35282","207937987"
"33209","208653765"
"36286","208791921"
"34298","207543193"
"36993","206928378"
"36077","207900176"
"34454","207390180"
"37531","204226641"
"34260","207390507"
"37767","204588748"
"33948","207391018"
"35277","208085253"
"36052","90142591"
"16112","202900041"
"34944","208042977"
"34392","206362747"
"6493","203017999"
"27248","10246269"
"34899","207959814"
"34831","207682339"
"29464","204793355"
"34174","205817784"
"27501","203928709"
"35226","209869989"
"27783","202293522"
"36029","202785722"
"31273","203086857"
"14033","90105156"
"22558","10412590"
"37055","208941075"
"23097","202635701"
"29861","204792876"
"38214","210399746"
"9312","90114398"
"29238","204206937"
"36305","202899626"
"36295","90128026"
"24789","203017911"
"27771","202592070"
"36168","208171630"
"25167","203324800"
"37145","208941080"
"24648","203491687"
"9071","203024998"
"34998","208079230"
"29339","203888987"
"34036","207390682"
"32889","208085178"
"37915","207465595"
"6726","203111433"
"29880","206728281"
"32893","208085182"
"34961","208114683"
"37796","210239335"
"33490","207502093"
"36033","202861078"
"30453","207390309"
"34657","207938488"
"32054","206901619"
"32340","205761530"
"34304","207927557"
"33157","207390654"
"38142","206928388"
"19676","90145560"
"35872","207937885"
"33640","206928606"
"37309","209901964"
"28650","203131635"
"29816","208455891"
"20458","201953021"
"33569","207388757"
"36021","208226693"
"29902","205665803"
"38388","210399777"
"28067","203922244"
"24615","203340555"
"30734","207907430"
"30158","204937142"
"37878","210258465"
"20534","203022202"
"28137","204254634"
"36430","208226690"
"29823","204792884"
"26461","200924629"
"34881","208294718"
"35851","206462228"
"33158","207338961"
"34962","208114681"
"35415","206827757"
"33883","208177785"
"36909","208656497"
"36061","208791922"
"35031","208156878"
"36705","208930722"
"38767","204154429"
"24346","208972043"
"36864","210442350"
"28205","204419878"
"23864","204636071"
"8552","90138609"
"31954","206356233"
"36383","208226699"
"11801","206722262"
"24493","202900030"
"26241","208456199"
"28433","203142438"
"35111","201701865"
"26930","203920144"
"28982","204559208"
"16000","208226457"
"33455","208033955"
"28978","204519849"
"32744","204832843"
"33564","208504179"
"34156","208289997"
"37208","209656950"
"39038","204348269"
"28020","204734549"
"26622","203201062"
